"","Population.Code","Region.Country.Area","Year","Series","Value","Footnotes","Source"
"1410",520,"Nauru",2018,"Domestic general government health expenditure (% of total government expenditure)",10.8,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1411",520,"Nauru",2019,"Domestic general government health expenditure (% of total government expenditure)",9.2,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1412",520,"Nauru",2020,"Domestic general government health expenditure (% of total government expenditure)",6.7,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1413",524,"Nepal",2005,"Current health expenditure (% of GDP)",3.9,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1414",524,"Nepal",2010,"Current health expenditure (% of GDP)",4.4,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1415",524,"Nepal",2015,"Current health expenditure (% of GDP)",5.5,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1416",524,"Nepal",2018,"Current health expenditure (% of GDP)",4.5,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1417",524,"Nepal",2019,"Current health expenditure (% of GDP)",4.4,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1418",524,"Nepal",2020,"Current health expenditure (% of GDP)",5.2,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1419",524,"Nepal",2005,"Domestic general government health expenditure (% of total government expenditure)",6.3,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1420",524,"Nepal",2010,"Domestic general government health expenditure (% of total government expenditure)",4.8,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1421",524,"Nepal",2015,"Domestic general government health expenditure (% of total government expenditure)",5.1,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1422",524,"Nepal",2018,"Domestic general government health expenditure (% of total government expenditure)",3.8,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1423",524,"Nepal",2019,"Domestic general government health expenditure (% of total government expenditure)",4,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1424",524,"Nepal",2020,"Domestic general government health expenditure (% of total government expenditure)",5.7,"Data refer to fiscal years beginning 16 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1425",528,"Netherlands (Kingdom of the)",2005,"Current health expenditure (% of GDP)",9.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1426",528,"Netherlands (Kingdom of the)",2010,"Current health expenditure (% of GDP)",10.2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1427",528,"Netherlands (Kingdom of the)",2015,"Current health expenditure (% of GDP)",10.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1428",528,"Netherlands (Kingdom of the)",2018,"Current health expenditure (% of GDP)",10,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1429",528,"Netherlands (Kingdom of the)",2019,"Current health expenditure (% of GDP)",10.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1430",528,"Netherlands (Kingdom of the)",2020,"Current health expenditure (% of GDP)",11.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1431",528,"Netherlands (Kingdom of the)",2005,"Domestic general government health expenditure (% of total government expenditure)",14.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1432",528,"Netherlands (Kingdom of the)",2010,"Domestic general government health expenditure (% of total government expenditure)",14.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1433",528,"Netherlands (Kingdom of the)",2015,"Domestic general government health expenditure (% of total government expenditure)",15.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1434",528,"Netherlands (Kingdom of the)",2018,"Domestic general government health expenditure (% of total government expenditure)",15.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1435",528,"Netherlands (Kingdom of the)",2019,"Domestic general government health expenditure (% of total government expenditure)",15.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1436",528,"Netherlands (Kingdom of the)",2020,"Domestic general government health expenditure (% of total government expenditure)",16.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1437",554,"New Zealand",2005,"Current health expenditure (% of GDP)",8.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1438",554,"New Zealand",2010,"Current health expenditure (% of GDP)",9.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1439",554,"New Zealand",2015,"Current health expenditure (% of GDP)",9.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1440",554,"New Zealand",2018,"Current health expenditure (% of GDP)",9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1441",554,"New Zealand",2019,"Current health expenditure (% of GDP)",9.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1442",554,"New Zealand",2020,"Current health expenditure (% of GDP)",10,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
